908114;TIROSINA, TEST CON RAIZ DE CABELLO
902211;HEMATOCRITO
901308;Leishmania, IDENTIFICACION POR PCR  &
901314;Mycobacterium, IDENTIFICACION POR PCR+
901316;Mycobacterium leprae, PRUEBA DE VIABILIDAD POR PCR
901401;Clostridium, TOXINA+
901402;INTRADERMOREACCION PARA COMPROBAR INMUNIDAD CONTRA BACTERIAS, HO
901403;PRUEBA DE MACHADO GUERREIRO [Tripanosoma cruzi] * +
901404;PRUEBA DE MANTOUX [TUBERCULINA] +
901405;PRUEBA DE MITSUDA [LEPROMINA] 
901406;PRUEBA DE MONTENEGRO [Leishmania] *+
901407;PRUEBA INTRADERMICA DE ALERGIAS CON ESCARIFICACION O PUNTURA (AE
901408;PRUEBA INTRADERMOREACCIAN DE ESPOROTRIQUINA 
902013;FACTOR INTR™NSECO, CUANTIFICACION
902040;RESISTENCIA A LA PROTEINA C [FACTOR DE LEIDEN] POR PCR
902117;METAHEMOGLOBINA, CUALITATIVA
903029;MICROALBUMINURIA POR TURBIDIMETRIA +
903115;ACIDO VANILMANDELICO [VMA] EN ORINA DE 24 H+
903413;APOLIPOPROTEINAS A1 POR TURBIDIMETRIA
903414;APOLIPOPROTEINAS B POR TURBIDIMETRIA
904003;RENINA
905207;CARBAMAZEPINA, SEMICUANTITATIVA POR INMUNOENSAYO O CROMATOGRAFIA
905211;FENITOINA LIBRE Y TOTAL, CUANTITATIVO POR CROMATOGRAFIA LIQUIDA
905212;FENITOINA LIBRE Y TOTAL, CUANTITATIVO POR NEFELOMETRIA +
905215;FENOBARBITAL, CUANTITATIVO POR NEFELOMETRIA
905216;FENOBARBITAL, SEMICUANTITATIVO POR INMUNOENSAYO O CROMATOGRAFIA
905402;AMIKACINA, CUANTITATIVA POR NEFELOMETRIA
905403;AMIKACINA, SEMICUANTITATIVA POR INMUNOENSAYO
905405;GENTAMICINA, SEMICUANTITATIVA POR INMUNOENSAYO
905408;PROCAINAMIDA POR INMUNOENSAYO
905411;VANCOMICINA, SEMICUANTITATIVA POR CROMATOGRAF™A DE CAPA FINA
905605;DIGOXINA, SEMICUANTITATIVA POR INMUNOENSAYO O CROMA-TOGRAF™A DE
906101;Actynomices, ANTICUERPOS +
906311;Coxsackie A, ANT™GENO POR PCR 
906313;Coxsackie B, ANT™GENO POR PCR 
906402;ACETILCOLINA RECEPTORES, ANTICUERPOS BLOQUEADORES
906403;ADN CADENA SENCILLA, ANTICUERPOS+
906439;MUSCULO LISO, ANTICUERPOS [ASMA] POR RIA +
906461;TIROIDEOS MICROSOMALES, ANTICUERPOS POR RIA
906505;HISTOCOMPATIBILIDAD, ANTIGENO DR, DQ [CLASE II] POR PCR-SSP
906804;CITOMEGALOVIRUS, CARGA VIRAL +
903006;CAROTENOS
906815;Hepatitis B, CARGA VIRAL +
906816;Hepatitis B, VIRUS DNA CUANTIFICACIAN 
906817;Hepatitis C, CARGA VIRAL +
906819;Hepatitis C, RNA DETECTOR 
906820;Herpes simplex I y II, DNA DETECTOR 
906821;Herpes simplex, CARGA VIRAL 
906909;CRIOGLOBULINAS +
908001;ACIDOS ORGANICOS [CADENA CORTA] POR CROMATOGRAFIA DE GASES
908002;ACIDO OROTICO
908101;AMINOACIDOS, CUALITATIVOS POR CROMATOGRAFIA EN ORINA
908102;AMINOACIDOS, CUALITATIVOS POR CROMATOGRAF™A EN SANGRE
908103;AMINOACIDOS POR CLORURO FERRICO
908104;AMINOACIDOS POR DINITROFENILHIDRACINA
908105;AMINOACIDOS POR NITROPRUSIATO
908106;AMINOACIDOS POR NITROSONAFTOL
908107;CISTINA, CUANTITATIVA EN ORINA O SANGRE
908108;CURVA DE TOLERANCIA A LA FENILALANINA
908109;FENILALANINA, CUANTITATIVA EN ORINA O SANGRE
908110;GLISINA, DETERMINACION EN ORINA O SANGRE
908111;LISINA, DETERMINACION EN ORINA O SANGRE
908112;PTERINAS, DETERMINACION EN ORINA O SANGRE
908113;TIROSINA, CUANTITATIVA EN ORINA O SANGRE
908201;AZUCARES POR CROMATOGRAFIA
908202;CARBOHIDRATOS [MONO Y DISACARIDOS] CUALITATIVO, EN ORINA
908203;CARBOHIDRATOS POR BENEDICT, SELLIWANOFF O GLUCOSA OXIDASA EN ORI
908204;FOSFORILASA
908205;GALACTOSA URIDIL TRANSFERASA
908206;GLUCOSA 6 FOSFATASA
908207;GLUCOSA 6 FOSFATASA TRANSPORTADOR
906840;VIH, CARGA VIRAL CUALQUIER TECNICA +
908208;GLUCOGENO, CURVA DE ESTIMULACION CON GLUCAGON [DETERMINACION DE
908307;PRUEBA DE SUCROSA
908401;ALFA 1 ANTITRIPSINA POR FENOTIPO
908501;ARILSULFATASA B, EN SUERO Y LEUCOCITOS
908502;ALFA 1 IDURONIDASA
908503;BETA GALACTOCIDASA, EN LEUCOCITOS Y SUERO
908504;GALACTOSA 6 SULFATO SULFATASA
908505;MUCOPOLISACARIDOS POR CROMATOGRAFIA
908506;MUCOPOLISACARIDOS POR ELECTROFORESIS
908507;MUCOPOLISACARIDOS [ALBUMINA ACIDA Y CLORURO DE CETIL PIRIDIO]
908607;HIPOXANTINA GUANINA FOSFORIBOSIL TRANSFERASA [HGPRT] EN RA™CES D
908701;ACIDOS GRASOS DE CADENA MUY LARGA, CUANTITATIVO
908702;ARILSULFATASA A, EN LEUCOCITOS
908703;ARILSULFATASA A, EN SUERO
908704;BETA GLUCORONIDASA, EN LEUCOCITOS
908705;HEXOSAMINIDASA A Y B EN LEUC OCITOS
908706;HEXOSAMINIDASA A Y B EN SUERO
908707;OLIGOSACARIDOS POR CROMATOGRAFIA EN ORINA
FSP;FROTIS DE SANGRE PERIFERICA
908334;ALFA GALACTOSIDASA ACTIVIDAD
901203;Brucella CULTIVO
902029;PLASMINOGENO
903003;BICARBONATO
904502;ANDROSTERONA EN ORINA
904503;ESTRADIOL
906037;Shiguella ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
906627;CROMOGRANINA A SEMIAUTOMATIZADO O AUTOMATIZADO
906766;MONOCITOS CD14
908829;PATERNIDAD O FILIACION PRUEBA
904112;PROCALCITONINA
M19275;GLUCOMETRIA
902051;COFACTOR DE RISTOCETINA [ACTIVIDAD DEL FACTOR VON WILLEBAND]
902064;COFACTOR DE RISTOCETINA PRE Y POST VASOPRESINA HASTA 6 MUESTRAS
902065;FACTOR DE VON WILLEBRAND PRE Y POST VASOPRESINA HASTA 6 MUESTRAS
902066;TROMBOELASTOGRAFIA
904903;HORMONA ESTIMULANTE DEL TIROIDES NEONATAL
906042;Streptococcus pneumoniae 23 SEROTIPOS ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
906043;Streptococcus pneumoniae 7 SEROTIPOS ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
906044;Streptococcus pneumoniae 6 SEROTIPOS ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
906427;ISOAGLUTININAS
906507;ANTIGENO LEUCOCITARIO HUMANO B27 SEMIAUTOMATIZADO
906508;ANTIGENO LEUCOCITARIO HUMANO B27 AUTOMATIZADO
906510;HLA CITOTOXICOS ANTICUERPOS AUTOMATIZADO
906511;LEUCOCITOS HLA DR SEMIAUTOMATIZADO O AUTOMATIZADO
906515;ANTI HLA CLASE I Y II (P.R.A) CUALITATIVO
906516;ANTI HLA CLASE I Y II (P.R.A) CUANTITATIVO
908830;FACTOR DE LEIDEN MUTACION
908831;HISTOCOMPATIBILIDAD ANTIGENO DR DQ CLASE II REACCION EN CADENA DE LA POLIMERASA-SSP
903825;CREATININA EN SUERO, ORINA U OTROS
902222;RECUENTO DE RETICULOCITOS, CONTADOR DE CELULAS +
906256;Helicobacter pylori ANTIGENO
906847;PROCALCITONINA MANUAL
903605;IONOGRAMA [CLORO SODIO POTASIO Y BICARBONATO O CALCIO]
905416;ITRACONAZOLE AUTOMATIZADO
903063;GLICOPROTEINA P
903064;HEMOPEXINA
905417;KETOCONAZOLE AUTOMATIZADO
559210;RENOPUNCION O PUNCION RENAL PERCUTANEA
905418;MICONAZOL AUTOMATIZADO
905501;CICLOSERINA SEMIAUTOMATIZADO
908332;HEXOSAMINIDASA A Y B ACTIVIDAD
908335;ALFA GLUCOSIDASA ACTIVIDAD
908333;OLIGOSACARIDOS CUALITATIVOS
908336;ALFA N ACETIL NEURAMINIDASA ACTIVIDAD
908337;RELACION LACTATO/PIRUVATO
908338;AMINOACIDOS CUANTITATIVOS
908339;GALACTOKINASA ACTIVIDAD
908340;CARBOHIDRATOS CUANTITATIVOS
908341;ACIDO SIALICO CUANTITATIVO
898001;ESTUDIO DE COLORACION BASICA EN CITOLOGIA VAGINAL TUMORAL O FUNCIONAL
898002;ESTUDIO DE COLORACION BASICA EN CITOLOGIA DE LIQUIDO CORPORAL O SECRECION
898003;ESTUDIO DE COLORACION BASICA EN CITOLOGIA POR ASPIRACION DE CUALQUIER TEJIDO U ORGANO [BACAF]
898004;ESTUDIO DE COLORACION BASICA DE ASPIRADO DE MEDULA OSEA (MIELOGRAMA)
898005;ESTUDIO DE COLORACION HISTOQUIMICA EN CITOLOGIA VAGINAL TUMORAL O FUNCIONAL
898006;ESTUDIO DE COLORACION HISTOQUIMICA EN CITOLOGIA DE LIQUIDO CORPORAL O SECRECION
898007;ESTUDIO DE COLORACION HISTOQUIMICA EN CITOLOGIA POR ASPIRACION DE CUALQUIER TEJIDO U ORGANO [BACAF]
898008;ESTUDIO DE COLORACION HISTOQUIMICA DE ASPIRADO DE MEDULA OSEA (MIELOGRAMA)
898010;ESTUDIO DE COLORACION INMUNOHISTOQUIMICA EN CITOLOGIA DE LIQUIDO CORPORAL O SECRECION
898011;ESTUDIO DE COLORACION INMUNOHISTOQUIMICA EN CITOLOGIA POR ASPIRACION DE CUALQUIER TEJIDO U ORGANO [BACAF]
898012;ESTUDIO DE COLORACION INMUNOHISTOQUIMICA DE ASPIRADO DE MEDULA OSEA (MIELOGRAMA)
898014;ESTUDIO DE COLORACION DE INMUNOFLUORESCENCIA EN CITOLOGIA DE LIQUIDO CORPORAL O SECRECION
898030;ESTUDIO DE BIOLOGIA MOLECULAR EN CITOLOGIA
898031;ESTUDIO DE CITOMETRIA DE FLUJO EN CITOLOGIA
898032;ESTUDIO DE MICROSCOPIA ELECTRONICA EN CITOLOGIA
898033;ESTUDIO DE RECEPTORES HORMONALES EN CITOLOGIA
898034;ESTUDIO DE COLORACION BASICA EN CITOLOGIA ANAL
898101;ESTUDIO DE COLORACION BASICA EN BIOPSIA
898102;ESTUDIO DE COLORACION HISTOQUIMICA EN BIOPSIA
898103;ESTUDIO DE COLORACION INMUNOHISTOQUIMICA EN BIOPSIA
898104;ESTUDIO DE COLORACION DE INMUNOFLUORESCENCIA EN BIOPSIA
898105;ESTUDIO DE BIOLOGIA MOLECULAR EN BIOPSIA
898106;ESTUDIO DE CITOMETRIA DE FLUJO EN BIOPSIA
898107;ESTUDIO DE MICROSCOPIA ELECTRONICA EN BIOPSIA
898110;ESTUDIO DE RECEPTORES HORMONALES EN BIOPSIA
898111;ESTUDIO DE CITOGENETICA EN BIOPSIA
898112;ESTUDIO DE ONCOGENES EN BIOPSIA
898203;ESTUDIO DE COLORACION INMUNOHISTOQUIMICA EN ESPECIMEN DE RECONOCIMIENTO
898204;ESTUDIO DE COLORACION INMUNOFLUORESCENCIA EN ESPECIMEN DE RECONOCIMIENTO
898205;ESTUDIO DE BIOLOGIA MOLECULAR EN ESPECIMEN DE RECONOCIMIENTO
898206;ESTUDIO DE CITOMETRIA DE FLUJO EN ESPECIMEN DE RECONOCIMIENTO
898207;ESTUDIO DE MICROSCOPIA ELECTRONICA EN ESPECIMEN DE RECONOCIMIENTO
898210;ESTUDIO DE RECEPTORES HORMONALES EN ESPECIMEN DE RECONOCIMIENTO
898222;ESTUDIO DE COLORACION HISTOQUIMICA EN ESPECIMEN CON MULTIPLE MUESTREO
898223;ESTUDIO DE COLORACION INMUNOHISTOQUIMICA EN ESPECIMEN CON MULTIPLE MUESTREO
898224;ESTUDIO DE COLORACION INMUNOFLUORESCENCIA EN ESPECIMEN CON MULTIPLE MUESTREO
898225;ESTUDIO DE BIOLOGIA MOLECULAR EN ESPECIMEN CON MULTIPLE MUESTREO
898226;ESTUDIO DE CITOMETRIA DE FLUJO EN ESPECIMEN CON MULTIPLE MUESTREO
898227;ESTUDIO DE MICROSCOPIA ELECTRONICA EN ESPECIMEN CON MULTIPLE MUESTREO
898230;ESTUDIO DE RECEPTORES HORMONALES EN ESPECIMEN CON MULTIPLE MUESTREO
898243;ESTUDIO DE COLORACION INMUNOHISTOQUIMICA EN ESPECIMEN CON RESECCION DE MARGENES
898244;ESTUDIO DE COLORACION INMUNOFLUORESCENCIA EN ESPECIMEN CON RESECCION DE MARGENES
898245;ESTUDIO DE BIOLOGIA MOLECULAR EN ESPECIMEN CON RESECCION DE MARGENES
898246;ESTUDIO DE CITOMETRIA DE FLUJO EN ESPECIMEN CON RESECCION DE MARGENES
898247;ESTUDIO DE MICROSCOPIA ELECTRONICA EN ESPECIMEN CON RESECCION DE MARGENES
898250;ESTUDIO DE RECEPTORES HORMONALES EN ESPECIMEN CON RESECCION DE MARGENES
898262;ESTUDIO DE COLORACION HISTOQUIMICA EN ESPECIMEN CON MAPEO
898264;ESTUDIO DE COLORACION INMUNOFLUORESCENCIA EN ESPECIMEN CON MAPEO
898265;ESTUDIO DE BIOLOGIA MOLECULAR EN ESPECIMEN CON MAPEO
898266;ESTUDIO DE CITOMETRIA DE FLUJO EN ESPECIMEN CON MAPEO
898267;ESTUDIO DE MICROSCOPIA ELECTRONICA EN ESPECIMEN CON MAPEO
898270;ESTUDIO DE RECEPTORES HORMONALES EN ESPECIMEN CON MAPEO
898301;AUTOPSIA [NECROPSIA] COMPLETA
898302;AUTOPSIA [NECROPSIA] PARCIAL (VISCEROTOMIA)
898303;ESTUDIOS ANATOMOPATOLOGICOS POST MORTEM DE ORGANOS O TEJIDOS
898304;ESTUDIOS ANATOMOPATOLOGICOS POST MORTEM DE FETO Y PLACENTA
898801;ESTUDIO POR CONGELACION
898805;VERIFICACION INTEGRAL SIN PREPARACION DE MATERIAL DE RUTINA
898806;VERIFICACION INTEGRAL CON PREPARACION DE MATERIAL DE RUTINA
898810;ESTUDIO MACROSCOPICO DE MATERIAL BIOLOGICO O NO BIOLOGICO
901001;ANTIBIOGRAMA (DISCO)
901002;ANTIBIOGRAMA CONCENTRACION MINIMA INHIBITORIA METODO AUTOMATIZADO
901003;ANTIBIOGRAMA CONCENTRACION MINIMA INHIBITORIA METODO MANUAL
901004;HONGOS PRUEBAS DE SENSIBILIDAD
901005;LEVADURAS PRUEBA DE SENSIBILIDAD POR DILUCION
901006;LEVADURAS PRUEBA DE SENSIBILIDAD POR E-TEST
901007;Mycobacterium PRUEBAS DE SENSIBILIDAD
901008;Neisseria gonorrhoeae PRUEBA DE SENSIBILIDAD
901009;DETECCION DE CARBAPENEMASAS (EDTA, TEST DE HODGE MODIFICADO, ACIDO BORONICO)
901101;BACILOSCOPIA COLORACION ACIDO ALCOHOL-RESISTENTE [ZIEHL-NEELSEN]
901102;COLORACION ACIDO ALCOHOL RESISTENTE MODIFICADA Y LECTURA
901103;COLORACION ALBERT [LOEFFLER] Y LECTURA
901104;COLORACION AZUL DE METILENO Y LECTURA PARA CUALQUIER MUESTRA
901105;COLORACION FLUORESCENTE NARANJA DE ACRIDINA Y LECTURA
901106;COLORACION GIEMSA Y LECTURA
901107;COLORACION GRAM Y LECTURA PARA CUALQUIER MUESTRA
901108;COLORACION ROMANOWSKY Y LECTURA
901109;COLORACION TINTA CHINA Y LECTURA
901110;COLORACION TRICROMICA MODIFICADA Y LECTURA
901111;BACILOSCOPIA COLORACION ACIDO ALCOHOL RESISTENTE [ZIELH-NEELSEN] LECTURA SERIADA TRES MUESTRAS
901201;Actinomyces CULTIVO
901202;Bordetella pertussis CULTIVO
901204;Clostridium botulinum CULTIVO
901205;Clostridium difficile CULTIVO
901206;COPROCULTIVO
901207;Corynebacterium difteriae CULTIVO
901208;Cryptococcus neoformans CULTIVO
901209;CULTIVO DE LIQUIDOS CORPORALES (BILIS L.C.R PERITONEAL PLEURAL ASCITICO SINOVIAL OTROS DIFERENTE A ORINA)
901210;CULTIVO ESPECIAL PARA OTROS MICROORGANISMOS EN CUALQUIER MUESTRA
901211;CULTIVO PARA HONGOS EN MEDULA OSEA
901212;CULTIVO PARA HONGOS MICOSIS PROFUNDA
901213;CULTIVO PARA HONGOS MICOSIS SUPERFICIAL
901214;CULTIVO PARA MICOBACTERIAS EN MEDULA OSEA
901215;CULTIVO PARA MICROORGANISMOS AEROBIOS EN MEDULA OSEA
901216;CULTIVO PARA MICROORGANISMOS ANAEROBIOS EN MEDULA OSEA
901217;CULTIVO PARA MICROORGANISMOS EN CUALQUIER MUESTRA DIFERENTE A MEDULA OSEA ORINA Y HECES
901218;CULTIVO PARA MICROORGANISMOS ANAEROBIOS DE CUALQUIER MUESTRA DIFERENTE A MEDULAOSEA
901219;CULTIVO PARA VIRUS
901220;Helicobacter pylori CULTIVO
901221;HEMOCULTIVO AEROBIO AUTOMATIZADO CADA MUESTRA
901222;HEMOCULTIVO AEROBIO MANUAL CADA MUESTRA
901223;HEMOCULTIVO ANAEROBIO AUTOMATIZADO CADA MUESTRA
901224;HEMOCULTIVO ANAEROBIO MANUAL CADA MUESTRA
901225;HEMOCULTIVO PARA HONGOS CADA MUESTRA
901226;HEMOCULTIVO LISIS CENTRIFUGACION
901227;HEMOCULTIVO CON RESINA CADA MUESTRA
901228;Legionella CULTIVO
901229;MICOBACTERIAS NO TUBERCULOSAS CULTIVO
901230;Mycobacterium tuberculosis CULTIVO
901231;Mycoplasma CULTIVO
901232;Neisseria gonorrhoeae CULTIVO
901233;Neisseria meningitidis CULTIVO
901234;Nocardia spp CULTIVO HONGOS
901235;UROCULTIVO (ANTIBIOGRAMA DE DISCO)
901236;UROCULTIVO (ANTIBIOGRAMA CONCENTRACION MINIMA INHIBITORIA AUTOMATIZADO)
901237;UROCULTIVO (ANTIBIOGRAMA CONCENTRACION MINIMA INHIBITORIA MANUAL)
901238;Yersinia enterocolItica CULTIVO
901239;Trichomona CULTIVO
901240;IDENTIFICACION DE CULTIVO AISLADO
901241;Campylobacter spp CULTIVO
901242;Corynebacterium difteriae PRUEBA DE TOXIGENICIDAD
901301;BETA LACTAMASA PRUEBA DE PENICILINASA
901302;Demodex EXAMEN DIRECTO
901303;Escherichia coli ENTEROPATOGENA EN MATERIA FECAL POR SEROTIPIFICACION
901304;EXAMEN DIRECTO FRESCO DE CUALQUIER MUESTRA
901305;EXAMEN DIRECTO PARA HONGOS (KOH)
901306;EXAMEN DIRECTO PARA HONGOS CON CALCOFLUOR
901307;HONGOS PRUEBA DE VIABILIDAD
901309;Leishmania ANTICUERPOS AUTOMATIZADO
901310;Leishmania TIPIFICACION POR SONDAS DE DNA
901311;Leptospira SEROTIPIFICACION
901312;Listeria SEROTIPIFICACION
901313;Mycobacterium IDENTIFICACION
901315;Mycobacterium leprae DETECCION DE GLICOLIPIDO FENOLICO AUTOMATIZADO
901317;Neisseria meningitidis SEROTIPIFICACION POR LATEX
901318;Sarcoptes EXAMEN DIRECTO
901319;Shiguella SEROTIPIFICACION
901320;Staphylococcus aureus SEROTIPIFICACION
901321;Streptococcus BETA HEMOLITICO GRUPO A (PRUEBA RAPIDA O DIRECTA)
901322;Streptococcus pneumoniae [Pneumococcus] SEROTIPIFICACION
901323;Mycobacterium leprae PRUEBA DE VIABILIDAD
901324;Filaria EXAMEN DIRECTO
901325;EXAMEN DIRECTO DE CUALQUIER MUESTRA
901326;Leishmania EXAMEN DIRECTO
901501;PRUEBA DE CONCENTRACION BACTERICIDA EN SUERO O LCR U OTROS
901502;Clostridium TOXINA
902001;ADHESIVIDAD PLAQUETARIA [SALZMAN]
902002;AGREGACION PLAQUETARIA CON RISTOCETINA 2 DILUCIONES [RIPA]
902003;AGREGACION PLAQUETARIA CURVA
902004;ANTICOAGULANTE LUPICO
902005;PRUEBA CONFIRMATORIA TIEMPO VENENO DE VIBORA DE RUSSELL
902006;ANTITROMBINA III CONCENTRACION AUTOMATIZADA
902007;ANTITROMBINA III FUNCIONAL AUTOMATIZADA
902008;ANTITROMBINA III CONCENTRACION MANUAL
902009;ANTITROMBINA III FUNCIONAL MANUAL
902010;DILUCIONES DE TIEMPO DE PROTROMBINA (TP CRUZADO O ANTICOAGULANTE CIRCULANTE)
902011;DILUCIONES DE TIEMPO DE TROMBOPLASTINA PARCIAL (TTP CRUZADO O ANTICOAGULANTE CIRCULANTE)
